Timestamp (ms),F_RPM_PRIM,F_GPS_SPEED
16971,0.0,0.03
16981,0.0,0.03
16993,0.0,0.03
17003,0.0,0.03
17016,0.0,0.03
17026,0.0,0.03
17036,0.0,0.03
17048,0.0,0.03
17058,0.0,0.03
17068,0.0,0.03
17079,0.0,0.03
17089,0.0,0.03
17099,0.0,0.03
17110,0.0,0.03
17120,0.0,0.03
17130,0.0,0.03
17140,0.0,0.03
17150,0.0,0.03
17160,0.0,0.03
17170,0.0,0.03
17180,0.0,0.03
17193,0.0,0.03
17203,0.0,0.03
17213,0.0,0.03
17223,0.0,0.03
17233,0.0,0.03
17243,0.0,0.03
17243,0.0,0.03
17255,0.0,0.03
17265,0.0,0.03
17278,0.0,0.03
17295,0.0,0.03
17310,0.0,0.03
17320,0.0,0.03
17330,0.0,0.03
17341,0.0,0.03
17351,0.0,0.03
17364,0.0,0.03
17374,0.0,0.03
17384,0.0,0.03
17394,0.0,0.03
17404,0.0,0.03
17417,0.0,0.03
17427,0.0,0.03
17437,0.0,0.03
17447,0.0,0.03
17457,0.0,0.03
17470,0.0,0.03
17480,0.0,0.03
17490,0.0,0.03
17502,0.0,0.03
17512,0.0,0.03
17522,0.0,0.03
17533,0.0,0.03
17543,0.0,0.03
17553,0.0,0.03
17563,0.0,0.03
17573,0.0,0.03
17583,0.0,0.03
17593,0.0,0.03
17603,0.0,0.03
17613,0.0,0.03
17623,0.0,0.03
17633,0.0,0.03
17643,0.0,0.03
17653,0.0,0.03
17663,0.0,0.03
17673,0.0,0.03
17684,0.0,0.03
17694,0.0,0.03
17704,0.0,0.03
17714,0.0,0.03
17724,0.0,0.03
17734,0.0,0.03
17744,0.0,0.03
17754,0.0,0.03
17764,0.0,0.03
17774,0.0,0.03
17784,0.0,0.03
17794,0.0,0.03
17805,0.0,0.03
17815,0.0,0.03
17825,0.0,0.03
17839,0.0,0.03
17849,0.0,0.03
17861,0.0,0.03
17871,0.0,0.03
17881,0.0,0.03
17891,0.0,0.03
17901,0.0,0.03
17911,0.0,0.03
17921,0.0,0.03
17931,0.0,0.03
17943,0.0,0.03
17953,0.0,0.03
17963,0.0,0.03
17973,0.0,0.03
17983,0.0,0.03
17996,0.0,0.03
18006,0.0,0.03
18016,0.0,0.03
18027,0.0,0.03
18037,0.0,0.03
18058,0.0,0.03
18068,0.0,0.03
